Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
ERR10710706,NA,NODE_44_length_8122_cov_10.078898,7122,7931,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR10710706,NA,NODE_48_length_3458_cov_21.039893,1862,2323,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR10710706,NA,NODE_54_length_1528_cov_29.933520,166,978,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR10710706,NA,NODE_56_length_1143_cov_25.589080,214,1014,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10710706,NA,NODE_62_length_859_cov_67.980263,11,796,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10710706,NA,NODE_63_length_831_cov_35.565574,110,829,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.00,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR10710706,NA,NODE_7_length_176827_cov_33.596702,28438,29259,-,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
ERR10710707,NA,NODE_18_length_88054_cov_60.693707,52585,53370,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10710707,NA,NODE_1_length_430371_cov_58.802971,425072,425872,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10710707,NA,NODE_1_length_430371_cov_58.802971,425875,426708,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR10710707,NA,NODE_1_length_430371_cov_58.802971,429327,430139,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10710707,NA,NODE_24_length_60590_cov_56.185399,53299,54120,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR10710707,NA,NODE_2_length_290586_cov_56.973617,289330,290478,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,705,1586,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,1645,3117,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,5419,6189,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,9537,10373,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,10370,10714,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,10881,11669,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,11730,12359,-,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.00,100.00,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,NA,NA
ERR10710707,NA,NODE_38_length_14082_cov_46.008367,12455,13006,-,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.00,100.00,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',NA,NA
ERR10710707,NA,NODE_40_length_8122_cov_24.665088,192,1001,+,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR10710707,NA,NODE_40_length_8122_cov_24.665088,1008,1370,+,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR10710707,NA,NODE_48_length_2445_cov_58.080975,1593,2411,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR10710707,NA,NODE_54_length_1128_cov_55.670554,152,964,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR10710709,NA,NODE_16_length_88054_cov_38.668558,52585,53370,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10710709,NA,NODE_22_length_60590_cov_37.193483,6471,7292,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR10710709,NA,NODE_23_length_56084_cov_35.727963,50898,51698,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR10710709,NA,NODE_23_length_56084_cov_35.727963,51701,52534,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR10710709,NA,NODE_23_length_56084_cov_35.727963,55153,55965,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,705,1586,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,1645,3117,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,5419,6189,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,9537,10373,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,10370,10714,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,10881,11669,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,11730,12359,-,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.00,100.00,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,NA,NA
ERR10710709,NA,NODE_37_length_14082_cov_29.940857,12455,13006,-,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.00,100.00,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',NA,NA
ERR10710709,NA,NODE_3_length_290586_cov_36.944280,109,1257,+,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR10710709,NA,NODE_40_length_8122_cov_27.113175,6753,7115,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR10710709,NA,NODE_40_length_8122_cov_27.113175,7122,7931,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR10710709,NA,NODE_47_length_2445_cov_34.523978,1593,2411,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR10710709,NA,NODE_52_length_1128_cov_40.423712,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR10782663,NA,NODE_169_length_6453_cov_6.040447,4434,5219,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10782663,NA,NODE_19_length_32980_cov_4.604209,9287,10435,-,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,383,383,100.00,98.43,383,WP_005123276.1,extended-spectrum class C beta-lactamase ADC-122,NA,NA
ERR10782663,NA,NODE_31_length_22965_cov_3.931033,7893,8714,-,blaOXA-64,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-64,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021788.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-64,NA,NA
ERR10782668,NA,NODE_179_length_7867_cov_4.013260,790,1611,-,blaOXA-65,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021782.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65,NA,NA
ERR10782668,NA,NODE_31_length_27035_cov_5.776879,4044,4415,-,fos,fosfomycin resistance glutathione transferase FosLL,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,BLASTX,124,135,91.85,95.16,124,WP_000777201.1,fosfomycin resistance glutathione transferase FosLL,NA,NA
ERR10782668,NA,NODE_32_length_26869_cov_4.128236,993,2141,-,blaADC-248,extended-spectrum class C beta-lactamase ADC-248,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_021511005.1,extended-spectrum class C beta-lactamase ADC-248,NA,NA
ERR10782668,NA,NODE_45_length_22817_cov_5.595871,15158,15943,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10782671,NA,NODE_100_length_2642_cov_5.263075,1692,2510,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR10782671,NA,NODE_112_length_1087_cov_4.296559,120,896,-,aph(3')-VIa,aminoglycoside O-phosphotransferase APH(3')-VIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,BLASTX,259,259,100.00,99.61,259,WP_000422636.1,aminoglycoside O-phosphotransferase APH(3')-VIa,NA,NA
ERR10782671,NA,NODE_18_length_67225_cov_3.376292,29080,29901,-,blaOXA-70,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-70,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_032000166.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-70,NA,NA
ERR10782671,NA,NODE_25_length_56566_cov_3.938459,16270,17418,+,blaADC-203,extended-spectrum class C beta-lactamase ADC-203,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_032000414.1,extended-spectrum class C beta-lactamase ADC-203,NA,NA
ERR10782671,NA,NODE_3_length_162821_cov_4.801981,127260,128039,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,260,262,99.24,98.85,260,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10782671,NA,NODE_71_length_9910_cov_10.912343,6796,7980,+,tet(39),tetracycline efflux MFS transporter Tet(39),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,395,395,100.00,99.75,395,WP_004856455.1,tetracycline efflux MFS transporter Tet(39),NA,NA
ERR10782671,NA,NODE_87_length_4984_cov_2.450266,3728,4018,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,PARTIALX,97,121,80.17,100.00,97,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR10782671,NA,NODE_87_length_4984_cov_2.450266,4096,4905,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR10782676,NA,NODE_100_length_13172_cov_3.376425,11918,13066,-,blaADC-78,extended-spectrum class C beta-lactamase ADC-78,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_057691006.1,extended-spectrum class C beta-lactamase ADC-78,NA,NA
ERR10782676,NA,NODE_192_length_6444_cov_2.812293,2806,3627,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
ERR10782676,NA,NODE_247_length_3816_cov_2.813021,974,1435,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR10782676,NA,NODE_247_length_3816_cov_2.813021,2482,3270,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR10782676,NA,NODE_247_length_3816_cov_2.813021,3437,3697,+,qacE,quaternary ammonium compound efflux SMR transporter QacE,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,PARTIALX,87,110,79.09,100.00,87,WP_010890145.1,quaternary ammonium compound efflux SMR transporter QacE,NA,NA
ERR10782676,NA,NODE_281_length_2640_cov_9.186147,132,950,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR10782676,NA,NODE_300_length_2219_cov_3.341509,60,896,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR10782676,NA,NODE_334_length_1095_cov_4.055221,192,968,+,aph(3')-VIa,aminoglycoside O-phosphotransferase APH(3')-VIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,BLASTX,259,259,100.00,99.61,259,WP_000422636.1,aminoglycoside O-phosphotransferase APH(3')-VIa,NA,NA
ERR10782676,NA,NODE_61_length_17838_cov_4.211906,13253,14038,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10782680,NA,NODE_12_length_77701_cov_14.061919,41398,42183,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,99.24,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR10782680,NA,NODE_45_length_29603_cov_9.279216,21970,22791,+,blaOXA-98,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021777.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98,NA,NA
ERR10782680,NA,NODE_99_length_2428_cov_9.044654,1499,2311,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR10782680,NA,NODE_9_length_93354_cov_10.292177,274,1422,-,blaADC-99,extended-spectrum class C beta-lactamase ADC-99,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_068981630.1,extended-spectrum class C beta-lactamase ADC-99,NA,NA
ERR10782688,NA,NODE_10_length_130862_cov_18.375175,125129,126340,-,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100.00,100.00,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
ERR10782688,NA,NODE_1_length_1015331_cov_16.366206,355682,356830,+,blaADC-50,extended-spectrum class C beta-lactamase ADC-50,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_031965243.1,extended-spectrum class C beta-lactamase ADC-50,NA,NA
ERR10782688,NA,NODE_20_length_23283_cov_28.499224,5752,6282,+,ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,EXACTX,177,177,100.00,100.00,177,WP_000381802.1,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,NA,NA
ERR10782688,NA,NODE_20_length_23283_cov_28.499224,6336,7148,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR10782688,NA,NODE_20_length_23283_cov_28.499224,12321,13202,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR10782688,NA,NODE_20_length_23283_cov_28.499224,13261,14733,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR10782688,NA,NODE_23_length_13467_cov_42.536355,10426,11610,+,tet(39),tetracycline efflux MFS transporter Tet(39),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,395,395,100.00,100.00,395,WP_004856455.1,tetracycline efflux MFS transporter Tet(39),NA,NA
ERR10782688,NA,NODE_26_length_8122_cov_13.829116,6753,7115,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR10782688,NA,NODE_26_length_8122_cov_13.829116,7122,7931,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR10782688,NA,NODE_3_length_390883_cov_13.675603,140791,141612,+,blaOXA-64,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-64,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021788.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-64,NA,NA
ERR10782688,NA,NODE_8_length_170851_cov_19.196577,135434,136219,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279068.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
