Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description,sample_id,molecule_type,primary_cluster_id,secondary_cluster_id,contig_id,size,gc,md5,circularity_status,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,repetitive_dna_id,repetitive_dna_type,filtering_reason
ERR10710703,,NODE_39_length_14082_cov_43.844740,11730,12359,-,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.0,100.0,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,,,ERR10710703,chromosome,-,-,NODE_39_length_14082_cov_43.844740,14082,0.4745774747905127,bfcd602f66e0745e508743c55c2e04d8,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710703,,NODE_39_length_14082_cov_43.844740,12455,13006,-,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.0,100.0,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',,,ERR10710703,chromosome,-,-,NODE_39_length_14082_cov_43.844740,14082,0.4745774747905127,bfcd602f66e0745e508743c55c2e04d8,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710703,,NODE_3_length_290586_cov_53.204639,289330,290478,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR10710703,chromosome,-,-,NODE_3_length_290586_cov_53.204639,290586,0.3844266413385366,69e89e9565b7f7efbf59c2a8955518e6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710703,,NODE_42_length_8122_cov_22.481865,192,1001,+,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.0,100.0,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,,,ERR10710703,chromosome,-,-,NODE_42_length_8122_cov_22.481865,8122,0.6287860132972174,980b8acc9a7984e99c6f65ccf0899c75,not tested,-,-,-,-,-,-,-,-,-,-,-,-,KY978629,IS5D,repetitve element
ERR10710703,,NODE_42_length_8122_cov_22.481865,1008,1370,+,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.0,100.0,121,WP_004201167.1,bleomycin binding protein Ble-MBL,,,ERR10710703,chromosome,-,-,NODE_42_length_8122_cov_22.481865,8122,0.6287860132972174,980b8acc9a7984e99c6f65ccf0899c75,not tested,-,-,-,-,-,-,-,-,-,-,-,-,KY978629,IS5D,repetitve element
ERR10710703,,NODE_49_length_2445_cov_54.832940,1593,2411,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR10710703,plasmid,AC715,AM016,NODE_49_length_2445_cov_54.832940,2445,0.3738241308793456,edf0228d72d0c433f4db30a9fd292761,not tested,-,-,-,-,-,-,-,-,-,CP035932,0.0107405,Acinetobacter baumannii,-,-,-
ERR10710703,,NODE_55_length_1128_cov_54.305151,152,964,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR10710703,chromosome,-,-,NODE_55_length_1128_cov_54.305151,1128,0.4388297872340425,8f5d9925b417047cf962f23b548d6d17,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"MF805806,CP001182,MF372716,JQ899055","IS1006,IS15,ISPmi2,Tn3",repetitve element
ERR10710705,,NODE_14_length_115824_cov_49.004087,114455,114817,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.0,100.0,121,WP_004201167.1,bleomycin binding protein Ble-MBL,,,ERR10710705,chromosome,-,-,NODE_14_length_115824_cov_49.004087,115824,0.4175645807431966,9a2e0d3422a338c4e957dc06eceb6027,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_14_length_115824_cov_49.004087,114824,115633,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.0,100.0,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,,,ERR10710705,chromosome,-,-,NODE_14_length_115824_cov_49.004087,115824,0.4175645807431966,9a2e0d3422a338c4e957dc06eceb6027,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_16_length_88054_cov_52.924871,52585,53370,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR10710705,chromosome,-,-,NODE_16_length_88054_cov_52.924871,88054,0.4059667931042315,8622b0bbc8db877300fc21e2e4443695,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_1_length_430371_cov_50.114191,233,1045,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR10710705,chromosome,-,-,NODE_1_length_430371_cov_50.114191,430371,0.4039770337685392,e063dcfeabc548f87b7b0a6ff2c6f331,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_1_length_430371_cov_50.114191,3664,4497,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR10710705,chromosome,-,-,NODE_1_length_430371_cov_50.114191,430371,0.4039770337685392,e063dcfeabc548f87b7b0a6ff2c6f331,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_1_length_430371_cov_50.114191,4500,5300,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR10710705,chromosome,-,-,NODE_1_length_430371_cov_50.114191,430371,0.4039770337685392,e063dcfeabc548f87b7b0a6ff2c6f331,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_22_length_60590_cov_47.501083,53299,54120,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,ERR10710705,chromosome,-,-,NODE_22_length_60590_cov_47.501083,60590,0.3755240138636739,d67adb0ada38f92a0ef580ffd8fb97af,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_33_length_15832_cov_47.735715,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,2827,3378,+,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.0,100.0,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,3474,4103,+,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.0,100.0,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,4164,4952,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,5119,5463,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,5460,6296,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,9644,10414,+,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.0,100.0,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,12716,14188,+,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.0,100.0,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_33_length_15832_cov_47.735715,14247,15128,+,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.0,100.0,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,,,ERR10710705,chromosome,-,-,NODE_33_length_15832_cov_47.735715,15832,0.474355735219808,585be4c5ed3f858b1f20089c729f06b6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
ERR10710705,,NODE_3_length_290586_cov_48.577985,289330,290478,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR10710705,chromosome,-,-,NODE_3_length_290586_cov_48.577985,290586,0.3844266413385366,5dde4144db79e4c14fbce63582cb7ab0,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710705,,NODE_42_length_2445_cov_47.801887,35,853,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR10710705,plasmid,AC715,AM016,NODE_42_length_2445_cov_47.801887,2445,0.3738241308793456,bd16752f1b4d238285b6ca65e976afd2,not tested,-,-,-,-,-,-,-,-,-,CP035932,0.0107405,Acinetobacter baumannii,-,-,-
ERR10710706,,NODE_20_length_86230_cov_34.285739,203,547,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR10710706,chromosome,-,-,NODE_20_length_86230_cov_34.285739,86230,0.421639800533457,2a05be38c8d7537258c27dd2fa73605f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_20_length_86230_cov_34.285739,544,1380,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR10710706,chromosome,-,-,NODE_20_length_86230_cov_34.285739,86230,0.421639800533457,2a05be38c8d7537258c27dd2fa73605f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_21_length_79927_cov_35.302275,44458,45243,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR10710706,chromosome,-,-,NODE_21_length_79927_cov_35.302275,79927,0.3975627760331302,b6a7d4614c53fa512e249b570391b732,not tested,rep_cluster_2288,CP032289_00012,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_24_length_64282_cov_36.039606,150,671,-,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.0,100.0,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,,,ERR10710706,chromosome,-,-,NODE_24_length_64282_cov_36.039606,64282,0.3914159484770231,74b6e72d920dbc15ba68b3c72ed134ff,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_24_length_64282_cov_36.039606,769,1239,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.0,100.0,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,,,ERR10710706,chromosome,-,-,NODE_24_length_64282_cov_36.039606,64282,0.3914159484770231,74b6e72d920dbc15ba68b3c72ed134ff,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_3_length_245277_cov_33.649108,243956,245104,-,blaADC-191,extended-spectrum class C beta-lactamase ADC-191,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,,,ERR10710706,chromosome,-,-,NODE_3_length_245277_cov_33.649108,245277,0.384614130146732,416b2221968146883cde5907367d486b,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_40_length_10134_cov_36.595316,162,974,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR10710706,plasmid,novel_7beba0896deb177f4f735d34be699e20,-,NODE_40_length_10134_cov_36.595316,10134,0.4234260903887902,084ea43f8238a2106faee6af6ee433f9,not tested,-,-,MOBQ,NZ_ALIR01000019_00003,-,-,-,-,-,LT985307,0.0656822,Escherichia coli,-,-,-
ERR10710706,,NODE_40_length_10134_cov_36.595316,1595,2797,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.0,100.0,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,ERR10710706,plasmid,novel_7beba0896deb177f4f735d34be699e20,-,NODE_40_length_10134_cov_36.595316,10134,0.4234260903887902,084ea43f8238a2106faee6af6ee433f9,not tested,-,-,MOBQ,NZ_ALIR01000019_00003,-,-,-,-,-,LT985307,0.0656822,Escherichia coli,-,-,-
ERR10710706,,NODE_41_length_9668_cov_233.390950,1692,2510,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR10710706,chromosome,-,-,NODE_41_length_9668_cov_233.390950,9668,0.3714464882943143,c5c8df3c8e96ad3639353b8efbc9ea70,not tested,-,-,MOBQ,NZ_AFDA02000010_00002,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_44_length_8122_cov_10.078898,6753,7115,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.0,100.0,121,WP_004201167.1,bleomycin binding protein Ble-MBL,,,ERR10710706,chromosome,-,-,NODE_44_length_8122_cov_10.078898,8122,0.6287860132972174,f4b19194207e4d474be462be270b7a34,not tested,-,-,-,-,-,-,-,-,-,-,-,-,KY978629,IS5D,repetitve element
ERR10710706,,NODE_44_length_8122_cov_10.078898,7122,7931,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.0,100.0,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,,,ERR10710706,chromosome,-,-,NODE_44_length_8122_cov_10.078898,8122,0.6287860132972174,f4b19194207e4d474be462be270b7a34,not tested,-,-,-,-,-,-,-,-,-,-,-,-,KY978629,IS5D,repetitve element
ERR10710706,,NODE_48_length_3458_cov_21.039893,1862,2323,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.0,100.0,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,,,ERR10710706,chromosome,-,-,NODE_48_length_3458_cov_21.039893,3458,0.5682475419317524,35c49ccbddd46515946fb8ef2d177d18,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR10710706,,NODE_54_length_1528_cov_29.933520,166,978,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR10710706,chromosome,-,-,NODE_54_length_1528_cov_29.933520,1528,0.4659685863874345,b26e580cc3e6d967dd46826511993451,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR10710706,,NODE_56_length_1143_cov_25.589080,214,1014,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR10710706,plasmid,novel_7beba0896deb177f4f735d34be699e20,-,NODE_56_length_1143_cov_25.589080,1143,0.5293088363954506,343df4684f77f800d9fdfb26634f0b4a,not tested,-,-,-,-,-,-,-,-,-,LT985307,0.0656822,Escherichia coli,"KC354801,KY437728,KX009061","ISPa14,ISPst9,Tn5393",repetitve element
ERR10710706,,NODE_62_length_859_cov_67.980263,11,796,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR10710706,chromosome,-,-,NODE_62_length_859_cov_67.980263,859,0.529685681024447,c003f81ccaa6fef984472e8ac37ed64e,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_63_length_831_cov_35.565574,110,829,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.0,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR10710706,chromosome,-,-,NODE_63_length_831_cov_35.565574,831,0.5607701564380265,e3bf8f6863c7d95781e13255dcae0ab3,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710706,,NODE_7_length_176827_cov_33.596702,28438,29259,-,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,,,ERR10710706,chromosome,-,-,NODE_7_length_176827_cov_33.596702,176827,0.3700339880221912,b27d9820ded1d54ec486ff34c924905a,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_18_length_88054_cov_60.693707,52585,53370,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR10710707,chromosome,-,-,NODE_18_length_88054_cov_60.693707,88054,0.4059667931042315,8622b0bbc8db877300fc21e2e4443695,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_1_length_430371_cov_58.802971,425072,425872,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR10710707,chromosome,-,-,NODE_1_length_430371_cov_58.802971,430371,0.4039770337685392,3c14613de6a58c31e0750508791e549f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_1_length_430371_cov_58.802971,425875,426708,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR10710707,chromosome,-,-,NODE_1_length_430371_cov_58.802971,430371,0.4039770337685392,3c14613de6a58c31e0750508791e549f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_1_length_430371_cov_58.802971,429327,430139,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR10710707,chromosome,-,-,NODE_1_length_430371_cov_58.802971,430371,0.4039770337685392,3c14613de6a58c31e0750508791e549f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_24_length_60590_cov_56.185399,53299,54120,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,ERR10710707,chromosome,-,-,NODE_24_length_60590_cov_56.185399,60590,0.3755240138636739,d67adb0ada38f92a0ef580ffd8fb97af,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_2_length_290586_cov_56.973617,289330,290478,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR10710707,chromosome,-,-,NODE_2_length_290586_cov_56.973617,290586,0.3844266413385366,5dde4144db79e4c14fbce63582cb7ab0,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR10710707,,NODE_38_length_14082_cov_46.008367,705,1586,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.0,100.0,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,,,ERR10710707,chromosome,-,-,NODE_38_length_14082_cov_46.008367,14082,0.4745774747905127,bfcd602f66e0745e508743c55c2e04d8,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"KF306092,KF512015","IS1394,ISPsp2",repetitve element
